IČO organizace:2;Název organizace:;Právní forma:;Velikostní kategorie:;Adresa:;Kraj:;Okres:;Obec:;Datum vzniku:;Rok vzniku:;Instituce v likvidaci:;Činnost:;Obor:;Nadační kapitál:;Statutární orgán:;Zakladatel:;Počet pobočných spolků:;Popis účelu:;Živnostenské oprávnění:;X:;Y:;GlobalID;x;y
444804;Česká společnost pro vědeckou kinematografii, z. s.;Spolek;Neuvedeno;Praha, 16000, Dejvice, Thákurova 2077/7;Hlavní město Praha;Praha;Praha;31/12/1976;"1 976";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,389";"50,104";e09aeb35-3f55-4466-9a51-01abc979b508;"14,389";"50,104"
444839;Česká vědecká společnost pro mykologii, z.s.;Spolek;Neuvedeno;Praha, 12800, Nové Město (Praha 2), Benátská 433/2;Hlavní město Praha;Praha;Praha;31/12/1976;"1 976";aktivní;Výzkum a vývoj v oblasti služeb jinde neuvedených;Výzkum;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"14,421";"50,071";9ca15b34-ff46-40fa-b10c-4b7a6996bb1d;"14,421";"50,071"
444847;Českomoravská psychologická společnost, z.s.;Spolek;Neuvedeno;Praha, 16000, Vokovice, Kladenská 405/48;Hlavní město Praha;Praha;Praha;01/09/1983;"1 983";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"14,357";"50,096";9f4ec5da-329a-4068-86c6-7484abae1ace;"14,357";"50,096"
444855;Česká zoologická společnost;Spolek;Neuvedeno;Praha, 12800, Nové Město (Praha 2), Viničná 1594/7;Hlavní město Praha;Praha;Praha;31/12/1976;"1 976";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,424";"50,072";bbf6941a-65b6-45a3-a3e2-80e512ddeab6;"14,424";"50,072"
444863;Jazykovědné sdružení České republiky, z. s.;Spolek;Neuvedeno;Praha, 11800, Malá Strana (Praha 1), Letenská 123/4;Hlavní město Praha;Praha;Praha;31/12/1976;"1 976";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,409";"50,09";8f17e3f5-ae06-44fc-8821-24c067bc634d;"14,409";"50,09"
444871;Jednota českých matematiků a fyziků;Spolek;1 - 5 zaměstnanců;Praha, 11000, Nové Město (Praha 1), Žitná 609/25;Hlavní město Praha;Praha;Praha;01/09/1983;"1 983";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"14,426";"50,077";378be48b-a18d-400d-813e-b0eaabc1b156;"14,426";"50,077"
444898;Jednota klasických filologů;Spolek;Neuvedeno;Praha, 11000, Staré Město, Celetná 562/20;Hlavní město Praha;Praha;Praha;31/12/1976;"1 976";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,424";"50,087";e6143ebd-2546-4720-a83a-b17ffa49095f;"14,424";"50,087"
444901;Kruh moderních filologů, z. s.;Spolek;Neuvedeno;Praha, 11000, Josefov, náměstí Jana Palacha 1/2;Hlavní město Praha;Praha;Praha;03/12/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,416";"50,089";9ce0ad4f-e270-488c-a9ed-48e74ef448f7;"14,416";"50,089"
444910;Literárněvědná společnost, z.s.;Spolek;Neuvedeno;Brno, 60200, Veveří, Arne Nováka 1/1;Jihomoravský kraj;Brno-město;Brno;01/01/1981;"1 981";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;Statutární orgán;není k dispozici;0;Účelem spolku je podpora rozvoje literární vědy a zvyšování odborné úrovně členů spolku.;NE;"16,598";"49,2";a59caed2-c5df-4c5f-8655-6a8f1f1d7bd9;"16,598";"49,2"
444928;Česká národopisná společnost, z. s.;Spolek;Neuvedeno;Praha, 11000, Staré Město, Národní 1009/3;Hlavní město Praha;Praha;Praha;31/12/1976;"1 976";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,414";"50,082";12b45687-d1ce-489b-8409-7938faedf90d;"14,414";"50,082"
444944;Svaz učitelů tance ČR, z.s.;Spolek;Neuvedeno;Praha, 11000, Nové Město (Praha 1), Národní 138/10;Hlavní město Praha;Praha;Praha;31/12/1976;"1 976";aktivní;Služby profesních organizací;Profesní organizace;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"14,417";"50,082";d9195525-2d36-4ae1-a629-0acec2f9f10c;"14,417";"50,082"
444987;Svaz hudebníků České republiky z s;Spolek;Neuvedeno;Praha, 17000, Holešovice (Praha 7), Na zátorách 613/8;Hlavní město Praha;Praha;Praha;31/12/1990;"1 990";aktivní;Služby profesních organizací;Profesní organizace;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,438";"50,108";3633aeb2-4275-4d52-8d21-8dde7f7ed60c;"14,438";"50,108"
444995;Jednota českých právníků;Spolek;Neuvedeno;Praha, 11000, Staré Město, Ovocný trh 587/14;Hlavní město Praha;Praha;Praha;31/12/1976;"1 976";aktivní;Služby profesních organizací;Profesní organizace;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,426";"50,087";7464c71a-0061-4730-b93b-5d6a5a6cced2;"14,426";"50,087"
445037;Zájmové sdružení očních optiků;Spolek;Neuvedeno;Praha, PSČ 130 00;Hlavní město Praha;Praha;Praha;31/12/1976;"1 976";aktivní;Služby profesních organizací;Profesní organizace;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,445";"50,056";5953c337-5c94-4299-a9c5-5e88fa4ada35;"14,445";"50,056"
445045;Unie českých pěveckých sborů;Spolek;Neuvedeno;Praha, 11000, Nové Město (Praha 1), Masarykovo nábřeží 248/16;Hlavní město Praha;Praha;Praha;01/01/1981;"1 981";aktivní;Umění;Kultura;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,414";"50,078";fb4e39ee-ea71-4f8f-b93e-8bf4e33842c6;"14,414";"50,078"
445070;Český magický svaz, z.s.;Spolek;Neuvedeno;Jesenice, 25242, Jesenice, Modřínová 971;Středočeský kraj;Praha-západ;Jesenice;27/09/1980;"1 980";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,445";"50,056";04a77583-71d1-44c2-b3af-c30ad3929763;"14,445";"50,056"
445100;Arcibiskupství pražské;Evidované církevní právnické osoby;500 - 999 zaměstnanců;Praha, 11800, Hradčany (Praha 1), Hradčanské náměstí 56/16;Hlavní město Praha;Praha;Praha;22/02/1980;"1 980";aktivní;NÁBOŽENSTVÍ;Náboženství a církve;není k dispozici;není k dispozici;Církev římskokatolická, Thákurova 676/3, Praha 6-Dejvice, 16000, IČ 73632848;není k dispozici;Doplňková činnost: Vzdělávání dětí, mládeže a dospělých, včetně vzdělávání pedagogických pracovníků ve smyslu zákona č. 563/2004 Sb., o pedagogických pracovnících, v platném znění. Mimoškolní výchova a vzdělávání, pořádání kurzů, školení, včetně lektorské činnosti. Služby v oblasti administrativní správy a služby organizačně hospodářské povahy. Výkon zeměměřických činností. Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona. Poskytování služeb pro zemědělství, zahradnictví, rybnikářství, lesnictví a myslivost. Činnost odborného lesního hospodáře a vyhotovování lesních hospodářských plánů a osnov. Nakládání s reprodukčním materiálem lesních dřevin. Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků. Zprostředkování obchodu a služeb. Velkoobchod a maloobchod. Ubytovací služby. Realitní činnost, správa a údržba nemovitostí. Prodej kvasného lihu, konzumního lihu a lihovin. Hostinská činnost.;ANO;"14,398";"50,09";d1fea5c1-5214-4876-adfd-2faeb53d3104;"14,398";"50,09"
445118;Biskupství českobudějovické;Evidované církevní právnické osoby;100 - 199 zaměstnanců;České Budějovice, 37001, České Budějovice 1, Biskupská 132/4;Jihočeský kraj;České Budějovice;České Budějovice;01/05/1985;"1 985";aktivní;NÁBOŽENSTVÍ;Náboženství a církve;není k dispozici;není k dispozici;Církev římskokatolická, Thákurova 676/3, Praha 6-Dejvice, 16000, IČ 73632848;není k dispozici;není k dispozici;NE;"14,473";"48,973";755f2f42-c5ba-42c5-b0e7-ed61fef1f613;"14,473";"48,973"
445126;Biskupství litoměřické;Evidované církevní právnické osoby;200 - 249 zaměstnanců;Litoměřice, 41201, Za nemocnicí, Dómské náměstí 1/1;Ústecký kraj;Litoměřice;Litoměřice;31/12/1976;"1 976";aktivní;NÁBOŽENSTVÍ;Náboženství a církve;není k dispozici;není k dispozici;Církev římskokatolická, Thákurova 676/3, Praha 6-Dejvice, 16000, IČ 73632848;není k dispozici;Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona.;ANO;"14,129";"50,532";c9e2bcb9-f1a4-4a4f-94a1-da53561db308;"14,129";"50,532"
445134;Biskupství královéhradecké;Evidované církevní právnické osoby;250 - 499 zaměstnanců;Hradec Králové, 50003, Hradec Králové, Velké náměstí 35/44;Královéhradecký kraj;Hradec Králové;Hradec Králové;31/12/1976;"1 976";aktivní;NÁBOŽENSTVÍ;Náboženství a církve;není k dispozici;není k dispozici;Církev římskokatolická, Thákurova 676/3, Praha 6-Dejvice, 16000, IČ 73632848;není k dispozici;Doplňková činnost: Vzdělávání dospělých, včetně vzdělávání pedagogických pracovníků ve smyslu zákona č. 563/2004 Sb., o pedagogických pracovnících, v platném znění.;ANO;"15,832";"50,209";60b161fa-2e3e-41f1-8e5d-2c1030f06307;"15,832";"50,209"
445142;Biskupství brněnské;Evidované církevní právnické osoby;250 - 499 zaměstnanců;Brno, 60200, Brno-město, Petrov 269/8;Jihomoravský kraj;Brno-město;Brno;01/04/1990;"1 990";aktivní;NÁBOŽENSTVÍ;Náboženství a církve;není k dispozici;není k dispozici;Církev římskokatolická, Thákurova 676/3, Praha 6-Dejvice, 16000, IČ 73632848;není k dispozici;"Doplňková činnost: Vzdělávání dětí, mládeže a dospělých, včetně vzdělávání pedagogických pracovníků ve smyslu zákona č. 563/2004 Sb., o pedagogických pracovnících, v platném znění. 
Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona. Obory činnosti: Poskytování služeb pro zemědělství, zahradnictví, rybníkařství, lesnictví a myslivost. Činnost odborného lesního hospodáře a vyhotovování lesních hospodářských plánů a osnov. Zprostředkování obchodu a služeb. Velkoobchod a maloobchod. Ubytovací služby.
Hostinská činnost.";ANO;"16,607";"49,191";9f1185e1-c03a-498c-ad29-92b073b702d2;"16,607";"49,191"
445151;Arcibiskupství olomoucké;Evidované církevní právnické osoby;500 - 999 zaměstnanců;Olomouc, 77900, Olomouc, Wurmova 562/9;Olomoucký kraj;Olomouc;Olomouc;22/09/1987;"1 987";aktivní;NÁBOŽENSTVÍ;Náboženství a církve;není k dispozici;není k dispozici;Církev římskokatolická, Thákurova 676/3, Praha 6-Dejvice, 16000, IČ 73632848;není k dispozici;"Doplňková činnost: Vzdělávání dětí, mládeže a dospělých, včetně vzdělávání pedagogických pracovníků ve smyslu zákona č. 563/2004 Sb., o pedagogických pracovnících, v platném znění.
Činnost zemědělského podnikatele zapsaného v evidenci zemědělských podnikatelů podle zákona č. 252/1997 Sb.";ANO;"17,261";"49,596";de8148ee-b19a-4ced-b8a1-aefc56b0b9da;"17,261";"49,596"
445177;Pravoslavná církev v českých zemích;Církve a náboženské společnosti;1 - 5 zaměstnanců;Praha, 11000, Nové Město (Praha 1), V jámě 1263/6;Hlavní město Praha;Praha;Praha;01/01/1980;"1 980";aktivní;NÁBOŽENSTVÍ;Náboženství a církve;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,425";"50,08";2adfcc6f-0ce2-4f18-b166-f833ba31d8dd;"14,425";"50,08"
445185;Církev československá husitská;Církve a náboženské společnosti;250 - 499 zaměstnanců;Praha, 16000, Dejvice, Wuchterlova 523/5;Hlavní město Praha;Praha;Praha;01/01/1980;"1 980";aktivní;NÁBOŽENSTVÍ;Náboženství a církve;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,397";"50,098";d8534c9a-ff02-40f4-b65b-b5e4a9bb4e61;"14,397";"50,098"
445193;Církev adventistů sedmého dne;Církve a náboženské společnosti;10 - 19 zaměstnanců;Praha, 12000, Vinohrady (Praha 2), Londýnská 623/30;Hlavní město Praha;Praha;Praha;01/01/1980;"1 980";aktivní;NÁBOŽENSTVÍ;Náboženství a církve;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,435";"50,073";f3eebf2f-5f09-4d33-a7e8-b89090e4e3c6;"14,435";"50,073"
445215;Církev bratrská;Církve a náboženské společnosti;100 - 199 zaměstnanců;Praha, 11000, Nové Město (Praha 1), Soukenická 1193/15;Hlavní město Praha;Praha;Praha;01/01/1980;"1 980";aktivní;NÁBOŽENSTVÍ;Náboženství a církve;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,43";"50,091";67a0cc0e-0434-46dc-bad1-c5cc49fcfd43;"14,43";"50,091"
445223;Českobratrská církev evangelická;Církve a náboženské společnosti;250 - 499 zaměstnanců;Praha, 11000, Nové Město (Praha 1), Jungmannova 22/9;Hlavní město Praha;Praha;Praha;17/08/1984;"1 984";aktivní;NÁBOŽENSTVÍ;Náboženství a církve;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"14,422";"50,08";e28e47bd-39b8-46a8-a4cc-913115b1b9a8;"14,422";"50,08"
445231;Bratrská jednota baptistů;Církve a náboženské společnosti;6 - 9 zaměstnanců;Praha, 14000, Podolí, Na Topolce 677/14;Hlavní město Praha;Praha;Praha;01/01/1980;"1 980";aktivní;NÁBOŽENSTVÍ;Náboženství a církve;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,425";"50,059";4356abb1-97c6-4993-bfa6-cefa708dc9c4;"14,425";"50,059"
445240;Evangelická církev metodistická;Církve a náboženské společnosti;25 - 49 zaměstnanců;Praha, 12000, Nové Město (Praha 2), Ječná 545/19;Hlavní město Praha;Praha;Praha;01/01/1980;"1 980";aktivní;NÁBOŽENSTVÍ;Náboženství a církve;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"14,423";"50,076";3cfbcab5-e3a4-44cc-9f7c-5b1ba80de136;"14,423";"50,076"
445258;Židovská obec v Praze;Evidované církevní právnické osoby;250 - 499 zaměstnanců;Praha, 11000, Josefov, Maiselova 250/18;Hlavní město Praha;Praha;Praha;18/12/1987;"1 987";aktivní;NÁBOŽENSTVÍ;Náboženství a církve;není k dispozici;není k dispozici;Federace židovských obcí v České republice, Maiselova 250/18, Praha 1-Josefov, 11000, IČ 00438341;není k dispozici;není k dispozici;ANO;"14,418";"50,09";8b14f44f-06c1-426f-8ae1-822e91fb367b;"14,418";"50,09"
445304;Starokatolická církev v ČR;Církve a náboženské společnosti;20 - 24 zaměstnanci;Praha, 16200, Břevnov (Praha 6), Na bateriích 93/27;Hlavní město Praha;Praha;Praha;20/09/1984;"1 984";aktivní;NÁBOŽENSTVÍ;Náboženství a církve;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,369";"50,089";a675938c-5f7e-4af7-a85e-41e19bac31b2;"14,369";"50,089"
445312;Slezská církev evangelická augsburského vyznání;Církve a náboženské společnosti;50 - 99 zaměstnanců;Český Těšín, 73701, Český Těšín, Na Nivách 259/7;Moravskoslezský kraj;Karviná;Český Těšín;31/12/1976;"1 976";aktivní;NÁBOŽENSTVÍ;Náboženství a církve;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"18,627";"49,742";d74c7f84-58db-4bd6-89ae-1247f8c9c001;"18,627";"49,742"
445355;Česká katolická charita;Evidované církevní právnické osoby;250 - 499 zaměstnanců;Praha, 11000, Nové Město (Praha 1), Vladislavova 1460/12;Hlavní město Praha;Praha;Praha;01/01/1980;"1 980";aktivní;Sociální péče s ubytováním;Sociální služby;není k dispozici;není k dispozici;Česká biskupská konference, Thákurova 676/3, Praha 6-Dejvice, 16000, IČ 00540838;není k dispozici;"Česká katolická charita plní zejména tyto úkoly:
Zřizuje a provozuje charitní domovy, domovy ústavní péče, ústavy sociální péče, zdravotní a jiná charitativní zařízení, zařízení pro ozdravné pobyty pro duchovní a řeholnice.
Provozuje vedlejší hospodářskou činnost:
- ubytovací služby
- pořádání kurzů, školení a jiných vzdělávacích akcí, včetně lektorské činnosti
- pronájem nemovitostí
za účelem získávání finančních prostředků pro charitativní práci.";NE;"14,421";"50,08";e2d3b5b5-d5a3-4da1-afd3-2570c7b2079e;"14,421";"50,08"
448125;Český svaz chovatelů, z.s., Městská organizace Praha;Pobočný spolek;Neuvedeno;Praha, 18200, Kobylisy, Maškova 1646/3;Hlavní město Praha;Praha;Praha;01/02/1994;"1 994";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,449";"50,131";ced05033-bf05-4484-85e8-903c9c70f983;"14,449";"50,131"
448133;Český svaz chovatelů, z.s.,  Okresní organizace Benešov;Pobočný spolek;Neuvedeno;Benešov, 25601, Benešov, Masarykovo náměstí 100;Středočeský kraj;Benešov;Benešov;31/12/1976;"1 976";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,69";"49,784";2f555269-04bb-48d4-ae6a-094aa3d50454;"14,69";"49,784"
